symbol,company_name,effective_from,effective_to,is_current
Munjal Showa Ltd.,Munjal Showa Ltd.,1998-08-01,2011-03-25,False
NEPC Agro Foods Ltd.,NEPC Agro Foods Ltd.,1998-08-01,1999-09-08,False
NEPC India Ltd,NEPC India Ltd,1998-08-01,2009-03-27,False
NIIT Ltd.-Sus,NIIT Ltd.-Sus,1998-08-01,2004-07-09,False
NOCIL Ltd.,NOCIL Ltd.,1998-08-01,2004-12-10,False
Nagarjuna Fertilizers & Chemicals Ltd.,Nagarjuna Fertilizers & Chemicals Ltd.,1998-08-01,2011-08-29,False
Nahar Industrial Enterprises Ltd.,Nahar Industrial Enterprises Ltd.,1998-08-01,2001-04-25,False
Nahar Poly Films Ltd.,Nahar Poly Films Ltd.,1998-08-01,2007-01-24,False
Nahar Spinning Mills Ltd.,Nahar Spinning Mills Ltd.,1998-08-01,2007-01-24,False
National Aluminium Co. Ltd. (Old),National Aluminium Co. Ltd. (Old),1998-08-01,1999-04-29,False
National Peroxide Ltd.,National Peroxide Ltd.,1998-08-01,1999-05-26,False
Navneet Education Ltd.,Navneet Education Ltd.,1998-08-01,,True
Nestle India Ltd.,Nestle India Ltd.,1998-08-01,2003-08-04,False
Nirma Ltd.,Nirma Ltd.,1998-08-01,2011-03-24,False
Novartis India Ltd.,Novartis India Ltd.,1998-08-01,2003-05-02,False
OTIS Elevator Company (India) Ltd.,OTIS Elevator Company (India) Ltd.,1998-08-01,2003-05-02,False
Oil Country Tubular Ltd.,Oil Country Tubular Ltd.,1998-08-01,1999-05-26,False
Orchid Chemicals & Pharmaceuticals Ltd.,Orchid Chemicals & Pharmaceuticals Ltd.,1998-08-01,,True
Orient Paper & Industries Ltd.,Orient Paper & Industries Ltd.,1998-08-01,2013-03-07,False
Oriental Bank of Commerce,Oriental Bank of Commerce,1998-08-01,,True
Oriental Hotels Ltd.,Oriental Hotels Ltd.,1998-08-01,2013-04-01,False
Orkay Industries Ltd.,Orkay Industries Ltd.,1998-08-01,1999-02-03,False
Oswal Agro Mills Ltd.,Oswal Agro Mills Ltd.,1998-08-01,2002-03-29,False
Oswal Chemicals & Fertilizers Ltd.,Oswal Chemicals & Fertilizers Ltd.,1998-08-01,2004-03-15,False
Oudh Sugar Mills Ltd.,Oudh Sugar Mills Ltd.,1998-08-01,2002-04-23,False
PHIL Corporation Ltd.,PHIL Corporation Ltd.,1998-08-01,2002-04-23,False
Parekh Platinum Ltd.,Parekh Platinum Ltd.,1998-08-01,2004-12-10,False
Parke-Davis (India) Ltd.,Parke-Davis (India) Ltd.,1998-08-01,2003-03-06,False
